ID,text,label
GXTUQJA,tefeh ya7ki 3atha9afa pfffffffff malla msoutiya w 9ilet torbya w mouch rajel,0
473AZOL,M3alem walid,1
KG5AL5I,شنوة صار ؟؟تفووووه عليكم ملاّ تفاهات .,0
Q6YYB7J,احلا امين احلا كاف احلا مكي و زكية يعمي راني نقدرك ههههههههه رياض النهدي ,1
Q9OFVFI,Bravo yassine 7al9a hlouwa lila w adé2ék Ken raw3a,1
MPRW3R7,Wa7da 9a7ba 😂,0
J1PHXDM,mahleha martek El 7a9 acheb mennek :),1
HULA2AF,Brabi ili ysebou wena m3ahom ti hana netfarjou zab 3lech et9ou7ib ti ena netfarej w nseb alah ghaleb snasa 5ayba hhhhh,0
1IH54WH,يعطيه الصحة .,1
31ZQJ7I,نحبها هي عسل,1
UL01QKS,مقداد يحكي على التربية و الأخلاق نسي روحو آش عمل مع فاطمة بوساحة ملا نفاق,0
RFPBZCW,بصراحة ممصتهم,0
V4BD4FI,Chalkka,0
GKIX3WA,هذيكا اجمل فنانة تونسية عبر التاريخ ان شاءالله ديما متألقة,1
1XUOSWI,Bravo,1
HT2GBI7,m3allim  jalloul,1
6E42HY9,سهرية عالمية مع الأندلسي ، إنسان شايخ ، واضح و صريح ، احترمك رغم انتمائي للأفريقي . برافو واصل في طريق النجاح و ربي يوفقك خير,1
ARZM5W2,عالم منافق,0
90J13TA,جعفور وحدك في جو يا معلم ديما مزاهينا,1
M8USPBT,Hanene ya assla,1
S6KVHN2,باج مزيانة و فها خدمة تحفونة الباج,1
R6FS27B,نجلاء انت ممثلة كبيرة و انا نحبك برشا و نتبعك برشا اما نقولك  الصوت و لغناء سيب عليك خليك في  دائرة التمثيل  يزي خليك محبوبة  ^_^,1
O9ME4FQ,allah yehlek dhalem,0
5LRZ5WH,يدعي العلم وهو جاهل,0
KJAWTOA,ماسط لاسط لعبها مبدع وهو ابداعو الوحيد الطحين والسراب وعداء للنهضة اكب سعدك النهضة لا تتمنى ان يناصرها امثالك يا منحط,0
SEHXOPC,كلنا ننتظر صافي سعيد الكاريزما و لباقة,1
O4CV9K1,"هههه والله تحفونة الفازة 
انتي الراجل
fawzi ya m3alem klamek mo9na3 wsari7 ya ben gamra
Ma7la zinhom bech nkaberha w na3milha poster fy dar
ياسز حلوة
jaafour nhebek yesser ama chbik  ma tjich* lkerkennah*
الحوار التونسي باهية في كل شي
Raby y5alilnaa barhoum
N7ebha mout
a7la wa7ed fihom sid a7med khotab 3al bab!!!!!!!
Wahdek ya sami ilfhri
راااجل
Bravo
بنية باهية
Bravo layla w twa7achna bentek khalineha tmathel m3ak wini ?
Ja3four m3allem haka rabi yawf9ou inchala
معلم الشيخ مورو
7louwa w mezyena w yéééésser FINOU""",1
WK6HJCE,Amin bravooooo,1
E8QSSMR,Blid w rkik,0
VEP8QQ7,صراحة bravo أحمد الرحموني .,1
V623235,Bravo,1
HMKMCT3,ممثل لم ينجح الا في ادوار التقفيف والتلحيس والصبة وحتى في الدنيا انسان منافق جباااان ولحاااس,0
OV4C4D1,سخيف,0
0FKPLY6,حلقة ممتازة,1
QK80AUR,مقنعة و مبدعة خديجة الفهري,1
F5HE090,ماخمجكم.و.الله.اتفوه.اعليكم,0
VPARLJ3,ووووووووو ما اجملك,1
Z6H63SH,Ejabri jabri  zeyid,0
NEUIUYM,مرا مخيب راسك يا هايشة,0
I4QOASA,احلي  برنامج تحياتي الى تونس الخظراء ولى سي علاء,1
KSO8192,sa7a ja3four :p,1
E8168Q5,Nakraha fedam,0
OG0T8QA,حلقة اليلة ذات مستوي عالي برافو كلام ناس,1
8OZZM4K,M3alma <3,1
3TG9SC6,درتوا العار ما عندكم حتى علاقة بالكوميديا حالكم يزعج والفرجة عليكم مملة سيب عليكم شوفوا حاجة اخرى غير الدومان هذا درتوا العار في قناة العار,0
SNLAKG3,"Mas9atha.  Wlh za7, o5tha . ... Meksa7 9albha",0
IPXH3AR,Mahlek ya  zina,1
FA80983,Maset barcha,0
R9JYSAR,m3allim  zawwali    w nas tayba    .. top,0
XLUJFV5,Tfih 3alimarik kifik ki 5ouk lemsa5 tawa a3rfit kifécj etbdil bohoum min jrayir hath3alib -_-,0
W84I8CT,ساقطة وموش عبده توه ليليا غلطت ونادمة هي وفايقه بروحها اش عملت وتحب تبعد عليه وتنحيه من مخهها وشوف هالكلبه اش عملت لتخمم كان في روحها ،ساقطة 😈😈😈😈😈😈😡😡😡😡😡👊👊👊👊👊👊👊,0
DP0X5KO,Hhh mala manather mkalba,0
S8KGIE7,BRAVO CHAKIB.BRAVO.,1
X62EM6Q,Bikol sara7a mat3jibnich minkol nawa7i,0
ILNAZ10,M3alim bou zinou 😍😍😍😍😍,1
HP36X7S,Bravo,1
YLOGGRU,Lm3allaaaamm,1
G18RBOS,wa7do,1
3163X48,صفر مستواك صفرررررررر,0
95EGHB3,YA KALAB YA MOSA5  wmok lamsa5a,0
0XI9QJG,كلاب مرتزقة,0
HEBYB06,Wahdek ya semi barcha ighirou menek bravo,1
XSEZ3GB,Jaafour moumathel w mounachet w mo5rej tbarkalah 3lih 3malena barcha jaw fel plato w 7ke men galbou r abi y5alih lé twensa,1
N53MYLF,Machallah,1
76CZN76,Bsaraha mkatel dohk .bravoooo,1
W47QQ9I,جعفور ياتحفون ربي يحميك مالعينين ووصل رك top,1
XYVSWOC,7al9a behia bravo semi fehri,1
VJ9QAYA,عاهرة بما تحمله الكلمة من معنى,0
0NJSKVZ,bravo tayara soutek,1
GI8ZZL8,wallhi 3andek el 7a9 kalmek sa7i7,1
GNVFNTI,Tfooooohhhhh,0
TBD43N2,برافووووو,1
BH9W0E1,واحد متثقف و ميخاف من حدّ مش كيف برشا عباد منافقين يهيزوا في القفة -_-,1
W804II7,هي ممثلة العهر في قناة الدعارة الاعلامية .....,0
8B3HYZQ,Mahlakome wa rabi yifarahkome wa yitawal fi 3omor waldikome incha allah 3ajabtouni bazar bazar,1
SW3C4G7,pffffffffffffff mamstou 3abed rak masseta rak lasseta,0
LEDN8LX,Tfattaaaq,1
MAKUL8P,ملا تربية ومستوى هذا الكل ثقافة لا ياللا هاذي قلت حياء,0
G72Y47C,، زبالة,0
9N6SGPH,Le din la mella kallou horriya,0
N1E3LYF,عيب والله,0
OZ5IK70,مخيب راسك,0
XBZPN80,اه يعطيك دودة يا نجلووتة محلاك بو زينك يا عسلة,1
5X8POZ9,go3raaaaaaaa,0
ZMBGZ89,تعجبني كيف تبدى تحكي,1
MGWM25V,mahlak wmahla sotak,1
QE6UKYR,مسكينة  تحسها  تتحمل في شمس  فوق من  قلبها  !,1
NGQHP3R,والله جعفر القاسمي إنسان خلوق و لا يستهزئ بالناس ولا بالجهويات وهو ضااامر و بشوش ;),1
19YGRVL,Tbarkala 3lik dima te3jebni enti a7sen moumathla,1
IN9YZJ7,nmouuuuuuuuut 3laha,1
GB5S9JQ,محلاك يا راضية ,1
RXBSCRT,bravo  wallah <3 <3,1
UJ57872,Lama 7louwa,1
HQNZUV7,bras omok ya lotfi na7i leblada,0
4MXKEM5,dima emnaweraaaaaaaaaaaaaaaaaaaaa,1
VCOYRT6,Mamsetha halokza,0
O72D1QG,maset yesser,0
7VF3KAZ,tfoooooooooooooh,0
2GWLMJ8,مرأة تونسية متألقة ♡♡,1
AOUAYQ7,Mate7chemch ye5i fe tv wmaryoulha ybayn kol chay l7a9 feli rabouk,0
KIIEAJ2,3saaaaal maryoumaa :*,1
L9VPNSN,ريم الله يبارك عليك راكي غير تزياني وضحكتك عسولة كيفك,1
P8E4HKK,Maskina ou5tha :( masta li 7al9a pffff,0
W54I3XJ,Ma7leh,1
T3DSPPP,m3alim,1
SC45P2C,تهبل سمير نحببببك,1
ISYN0TB,"matfhouuu w mamstouu,sans comment!!!",0
5P0Y6W8,Ma555yeb rasou w mar5sssou kenou rajelll,0
6XL1SXJ,ممثلة متمكنة حظ موفق ✌❤,1
3CB4D7H,Bravo semi,1
29IKV3T,Rimz we lahas we kawed,0
G5QVVO5,T7EBBOU TRODDOUHA BLED FSEEEEED 3maltou l3aaaaaaaar.....3MALTOU L3AAAAAAAAAAAAR,0
SC5XCVA,فتاة صغيرة متميزة عن باقي الفتيات...,1
R3UFH9P,yazina min chlaykk,0
G9QOZRS,Bravooooooooooo c'est bin  c'est manifique,1
UQV9952,أسفي على بلدي...هل أصبحنا في زمن نناقش ما حرمه الله,0
KP1I1T6,بلطىأحسن مغنى رأب فى تونس مفيش إكلام,1
TSTBY22,7sin dik fenen rai3,1
RS02EZZ,amine metrobbi khir men nawfel b baaaaarcha,1
13D4O3C,m3aleeeeeeeeeeeeeeeeeeem ( . ) warja3 lstar,1
WX8CKQ6,Bravoo naji jaloul,1
1U54UWX,Wahra lnessha,1
RM0YZYC,ارزن من ملايكتوا ما فماش,0
V3R850T,موهر,1
4JVTCH4,maset barcha,0
WRBVR6B,أنا موافقك من ها اليلة باش نحبوا سامي نموت عليه ياربي يقتلني . مادام يحس بزوالي بلحق نقدروا ونحبو.,1
UNEDNXQ,Mtkhalif nes win wislit w fech 9a3da tasna3 w nes fin raj3a hatta illi 3mlou hakka 9bal rabbi msa7hm m denia ti hatta lhayawanat mysirch fe,0
TA76EVQ,فاشل و كذاب و فيديو نسمه شاهد عليك,0
ZF4AHGZ,mate3jebnich jemla ki kenet matodhhorch fi télé khir,0
I21YFXB,masit lasit,0
0A67190,مااااسط,0
E3TIQ4U,Waww raw3a,1
FQQY4IU,ملا منظر جداقوا  تقول كونتوار متاع حماص.,0
GDEC83Y,mastat,0
IT83F4M,T7founa 😚,1
9H51JE4,Tohfa w m3alia blasitha,1
QJ13C78,Masssset,0
H7Y9K65,Brabbi chkouni ha chlekka !!sma3tha ta7ki 3la ahmed landolsi !! Malla mri4a!!!,0
LEL81GU,wouuuuuuuuh mamssetha 5iiiiiiiiiiiit,0
497Y8QH,Bravooo ❤,1
MII6PJS,تحبو دخلو في المخاخ العباد الي الحرام نورمااال 😡😡,0
DPL3D53,En7ebha barcha w tooooooop 3al e5er   😄💗,1
7EWHC8W,برنامج متاع موبنا نعنبو زك أمكم يا خماج فيكم كان قحاب و موبنا والله نحلف عليكم تتبادلو بنساء و سامي الفهري ينيك فيكم يا خماج برامج و مواضيع متاع وبنا والله نحلف عليكم كلكم ناقصين عصبا,0
JPOUDDP,Rabi m3k wi3awnik,1
8ZM7OVD,"ماسطة تقتل بالمساطة""",0
UC74WZD,محلاهاا مذخمة وخدامه ربي معاااك,1
PGAJ6Z3,أحسن الممثلات في تونس bravo wajiha et bon continuation,1
24U62Q1,Rhout,0
9UA003I,Hasna <3,1
ZU7RGQV,الثعلب الماكر,0
8YWJ7CC,بصرحة شئ يحشم ومصح  رقعتك جاي لتلفزة وتحب دافع على المثلية راك هنتنا  وهنت التوانسة اللكل شئ يؤسف,0
UVU9M16,Bravoo kolhom abd3ou,1
G7DPADD,Rabi m3ahoum zouz win el mochkoul :/,1
R26MWRS,mawatehech el dawr hata tarf,0
SKOYDJW,مسلسل خمج,0
3KAA1PP,Amin tbarkala weklem enes ahla ma4ir maya hhhhh,1
WQSC7JY,bravooooooooooooooooooo olfa,1
O3HUKE0,تونس غارفة بالفقر و البطالة و الحرقة و السرقة و هذا جاي يحكي على شذوذو ..برى يعيش ولدي انت حر في بدنك,0
QES05B0,mskina,0
HCDQ53O,tabarkaALLAH 3LIHA :),1
JVAIRXC,برجولية تبركلا علاها,1
OCQ0V87,Entom 9anet kafra,0
RG0J53K,Cha3b tafeh,0
WDP4R9K,Bou zink ma7lek ♥♥♥♥,1
4886RZ2,Mala ka3ba mouch normal,0
M91BH9F,La bravo mariem raw3a fi tamthil,1
ZTEF7VF,masta,0
UYI6PN8,CHAY YA3MEL EL 3AAAAAAAR,0
N1TLYTE,مرمز عبد,0
K8P0ULT,Ma7leha,1
LS5N5JZ,أحسن حاجة عملها سامي الفهري حاجة متوقعة ,1
AS7W8UF,بصراحة وهرتو وحدها ديما  مشيخنا    لمعلم <3,1
PEB07YG,شيخه ظحك,1
NJRPELE,bravoooooooo,1
AHDTRFR,bravo.bravo lem3atllem welad asl  walid,1
MU29PXS,y3jbni barcha 5atrou tel9a2iiii,1
4WH3GEY,Meli sma3t esmou walit na8hk wa7di n7eeeebou :*,1
HF42UPG,العاهرة تشتغل بمخور,0
9DSC5HG,bravo letfi bere8am ini f hala nifsiya harija ili ini de7aket merci,1
C8XXV9Z,"أسفي علا زمن يتحدث فيه (مثلي) و تتحدث فيه (عاهره) على الشرف 
tharbetou fi rou7a akther mel lezim :3
Barcha wsa5 w5maj mta3 zok omkoum l9a7ba allah la trabe7koum noktoulha omha lebled
راك ماسطاااا.....راك لاسطااااا .... ههههه
ماسط يمكن لكن الامسط منو شكيب
Maaaassssssssssset",0
311TQ75,Te3jebni Mra wa3leha leklem 👌👍,1
XUDZEZG,tayarra,1
3BN2SXL,Malla tahhan w rkhis na3mbouh,0
7LY01QP,ريم عندو لحق رجلك إغير عليك ي زين وعين وأخلاق محلاهاا ,1
F0RWZ2N,A7la jaw m3a awled Moufida l7out 3lihom,1
ZMPDHV1,M3alem amin,1
EMBX6H8,Hhhhh😍😘😘😘😘,1
LJ34GUM,mamastou,0
D9A9GWU,وحدك في الوهرة يا كيمو و بكلهم غايرين منك.نمووووت  عليك محلاك,1
VCI9GYQ,Tayara,1
VLDLFMR,Bravo amin  …,1
NIZ1FWT,<3 <3,1
X3T3IB3,نور شيبة وين ما يكون ديما ناجح ملا وهرة و ملا فن محلاه عندو تسمع التراث و الكلمة الحلوة المنسية,1
R9SJWW5,تعجبني وجيهة كيف تمثل فالمسلسلات ونحبها ونموت علاها,1
IC3MG47,عزيمه + إصرار = نجاح . مدرسة من الإحسان ربنا يوفقهم,1
RF8WFQC,نحن فنانين صفاقس ومقداد السهيلي لايمثلناولانعترف به,0
NEZN31A,عندوا القبول و انشاء الله ربي معاه,1
LDNZCJR,Machallah wa sob7an allah,1
QSBKCBJ,Ma7soub si mo9ded adhaf barcha lel fan k sidi k jwedou,0
WB1K3VT,كمشه موبن واقحاب يعطونيش مال الدنيا ما نتفرج فيهم هوما و اي قناة تونسية,0
L6SB1A6,برافو ناجي جلول,1
670J237,قناة الدعارة تبا لكم ............,0
WYQODAD,انت احسن فنانة في تونس ربي معك وراني نحبك برشششششش,1
FIEV73F,masa5,0
R2B6BDI,m3alam,1
TJAJXI6,Ja3four inta ili mhaliha sahria bravo 3al barnamej l5ayri,1
XRIKPC2,bravo wasel,1
571TXRP,Irhabi,0
Y9O3JJS,ممصط دين رب أمك,0
EPMY2OO,Wlh fsed hal mousalsel :( w fazdetou maryem ben cha3ben za7 bech yetfer9ou wled moufida,0
VKJB5ZM,من احسن الممثلين في تونس بالتوفيق انشاء لله المسرح فن راقي  وابدع فني  انشاء لله بالنجاح في كل الاعمال bravo  <3  ,1
RC18D67,Te3jebni.met5al9a w hedya w ta7founa,1
851HABI,لمين النهدي امبرطور الكوميديا واللون الاحمر ضواه ماحلاك يا لمين,1
XCSOPDP,Nimout aliha,1
9N5JH8R,Mamistou ikheyah,0
ZMDWFD6,Bravo semi weli mouch 3ajbou ma3adech yetfarej,1
GTY9HIC,Bravo samiiii 😚😘😍😍,1
MZQECPY,Bravo  ناجي جلول,1
XRBR59X,tahiya kbira lsamira,1
7QUMDR9,من أحسن الممثلين في تونس انشاء الله من حسن الى أحسن,1
FRCPX7G,Tayaaaara barcha,1
TC36RMK,Ensen tefah ch5aleh mahabech ye7ki m3a chakib 3arfou bech y5arjou min ghir sabatou hhhhhh,0
UX3IX44,زهير الذوادي محلاك محلاك هههههههههه,1
J6IIKC2,Maaaaaaaaasssiiiiiiitttttt,0
CQRICNK,mamsatha w mamsit labsetha #asma_3othmeni ye5i matfara9ich bin l'elegance witgou3ir !!!,0
X9HK5FN,malla chleka jeybinha ou mouch menha zeda men heka lebhim elli jebha amine wejh chkara,0
ZEI1CY7,ياسر يعجبني ربي معاه,1
LK342WU,Mahleh . bravo,1
5ZI5WZN,ممسطو,0
5E4EM2R,pfffff malla moustawé wsolnelou f mousalslet,0
FSPX3AB,Timasa5 la7as,0
YRUV2I8,انشاء الله ربي يحلها في وجهك يا لطفي ... رانا نحبوك برشااااا 😍 👑👑🎋🎋🎋🎋🎋🎋🎋🎋🎋,1
C0OMB0E,ماسطه لحقيقه,0
8APE2CZ,برجولية ممسطك يا لطفي قداكش بلييييد,0
M7RTURO,مقداد السهيلي عفاط,0
LEXENYT,Ken chadet darha 5irrr,0
T1W4GKL,Ya mimti mamsetha khit.whakha jat fi 2 pièces khir,0
4H2F7JJ,ya lotfi ken 3andek mrath esmou el 4annouchi taw nab3ethlek edwe rchoudalgan,0
NWRKLJQ,Masta ,0
5CA7VL1,اش لزك,0
2LPBFNK,Hhhh mech 3adi :-* me7leh hwa w bedr <3,1
SMBMH3I,bravo,1
4N28EH6,برشا سخافة و رخس و قلت تربية والله اول مرة نتفرج فيه خاطر حطينو في القهوة و اخر مرة زادة,0
EPI6I11,mastiiiiiiiiiiiiiiiiiiiiiiiiiin u kamcha ma7ssna,0
KK0J9OY,تحياتي لهاتة الاستاذة.تحياتي لهاتة الاستاذة.تحياتي لهاتة الاستاذة.تحياتي لهاتة الاستاذة.تحياتي لهاتة الاستاذة. bel 9wiiiiii zadaa,1
NG04XO1,من أفضل الحلقات التي شاهدتها حلقة ممتازة و راقية على مستوى النقاش و التفاعل و الأسئلة و تحية الى الضيوف الكرام الذين ارتقوا بهذه الحلقة ...,1
ZYWUJEO,مرزنها ممصتها,0
LN4MFQD,Dz  قالولي متجيش   .... وشنو هاذي الغنية الماسطة  ؟؟؟,0
2K25VA3,Ya wildi zeid  il bogos bogos,1
LDHZH8V,جلطام .,0
ZN3SGQ1,Meeeeeeeerrrreg,0
7J2LBYH,bravo maysa,1
X3NFPQ7,Brabi ya masset ya amine djib 9adhia wmout et tt wmb3d directement dawerha gne wdho7k ya mridh,0
RXN3RFH,Barcha tso9iet,0
U6IHQVO,تعجبني وجيهة على خاطر تخدم على روحها ومايهمها في حتى شئ,1
AKE13K4,besla,0
8SBR37L,borjou liyya rim wahadha,1
F7XLNDL,أنا نكره الكذب حتى في المسلسلات,0
UTNTX8U,machala 3lih,1
YPBHDK5,Besla wa masta,0
A5Z4T3F,Wzir tarbya yehki bel mante9 hetha ? Kont netsawrou ensen mo7tarem 5sara el ta3lim fe yed ensen ma ye7taremech adeb el 7iwar,0
YWGAR3C,"aliha w barvo  3liha 😍""",1
UWW8CHF,"ضايع فيييييييها و مصطك زاده""",0
9H9QW29,Bravoooo,1
E5PY6FP,Bravoo,1
P6YO974,وجيهة ربي ايوفقك,1
5QYE6RD,3assoulll 😍😍😘😘,1
IH8MODY,Faday7,0
Y1NKYW5,توفيق الغربي أبرز مثال للانحطاط .. أي تقافة ينجم يوصلهالنا انسان عديم الثقافة والأخلاق !!!,0
L8IAPXP,tabarkalh 3lih,1
5T3IHLT,"Wlhhh ydhha7kouu mch nrmlll
تحفونة ❤️حبيتها 😘😘
M3alm
حنان شقراوي... قنبلة الساحة، بأتم معنى الكلمة
ما شاء الله عليه أخلاق عالية و كلام موزون
a7ssen 9aney fi touness
تعجبني بارشا وجيهة في تونس ما تلقاش فنانة كيفها
bent 7oumti m3alma
Ma7lhom zouz 😍😍
Hayeeel
Hhhh barcha jaw lyoumm allah laynahik alina
Tbrkllah 3liha rabi yahfadha
وحدك يا جعفور زهيتها السهرية ربي يوفقك ان شاء الله
Vraiment bravoooo
ربي يوفقق ياعلاء
Ana t3jbni 3al5er👏👏👏👏👏👍👍👍👍👍👍👍👍💖
a7la jaa3four dima mnawer
Habibi Rabi y7mik w ytik ma tetmana😚😘
ma7leha ya3tek douda
ma7lehom bravo sami fehri
Yaser tachoui9
Mahleh w Rabi inajho
rak m3alem matsma3 klem 7ad
انسان طيب وعلى اخلاق عالية بارك الله فيه
أبدعت يا وليد التونسي  ألف قبلة علي جبين أمك فقد أنجبت رجلا بحق.شكرا أيها الفنان
lotfi 3ssal edenya <3
To9etel Ya maryouma Ya ta7efouna Ya a3az maryouma fi tounes
Bravoooooo :-) :-)
tfata9 w ma7lek ya maryouma il 4aliya
معلم وحدك وحدك.
احسن سيتكوم عجبتني بالدموع 😂😁😁😃😂😂
أو مل روعة مش نرمال
وهرا وزين تالحصيلو ربي يهنيك ويخليلك المدام
انسان ضامر ومتربي برافو
راجل
تباركله عليها
بنتك  كالقمر خاصة انها عندها اب مثلك لازم انك تفتخر بالامورة رحمة <3 ¡
Bravo sami
نحن نعشق الحوار التونسي
bravoo
صاحب الجو و الربوخ 💖💖
Tabarkala 3laha maliket jamel tounes
ya3tikam saha
Mmmmm tahfouna
Bravo toutou 😙😙😙😙😙
محلاك مروى و نشاء الله من حسن إلى أحسن :) (y)
ضامر و صاحب جو ربي يوفقك :)
Maryouma toktel nhebek barcha
يا جلول يا معلم يا معذبهم احسنت فيما قلتها
حنان الشقراني احسن
تعجبني كإمرأة متزنة مستقيمة و إبتسمتها متفرقهاش
برافو وليد فرهدتلنا على قلوبنا رجال وسيد الرجال
عجبتني اللحمةبين الاخوة
Fanén kbir
Bravooo sami fehrii👏👏👏👏👏
فعلا انت سيدة تونس بإمتياز، كلنا ثقة في آرائك وندعمك دائما، وأتمنى لو نساء تونس الكل يكونو مثل السيدة الفاضله محرزية العبيدي
Wallahi ena n7ebek baaarcha ema avant khir
Te3jebni
Alah yehmiha milhossed
Kol youm 7obak yziiiiiiiiiiiid
Ja3four 3ezz eness
Bravo 3aycha 
T3jebni barcha  
الفة ..فنااااانة في كا شيء.. بكل ما تحمله الكلمة من معنى.. ❤❤❤
Raw3a bravo c'est bien
بصراحة روعة روعة روعة.
لطيف وحدك في الضحك
ماشاءالله تبارك الله ربنا يحفظها ويمد فى عمرها انشاء الله. ",1
9TX80XP,"Bravo bravo ja3fer, enchallah dima metalek wenchalalh mel ahsen el ahsen",1
YZJDPE3,3asouuuuuuuula,1
MGYMIYR,m3alem ja3four lghali je t aime,1
UDL0BMY,لمين وحدو في اافكاهة ,1
MEO47R1,zabor,0
XLWBC71,Ma5yebha lvaza walh mchat sabet Saba,0
4T1AZZA,مومثلة ناجحة او نتمنلالها مسفقبل مليء بل اعمال الجيدة,1
MO0J06S,msata,0
HOT4V8T,تعرفو كرهتوني في قنات تونسي برمجكم اخي اخي بكل مصظين برشا,0
OMD7IN1,GO3ER,0
L7NWPZ3,a7san 7aja m3lemmmmmmmmmmmmmmm,1
U9N050O,مااسقطو راجل توه الحبس تنحات منو الصبة والراقو مكذبك عندي احساس الا عدوه للدراقة هههه خرج يهتري بالحبس تي المهم لكلها لغة باش يكمل عروضو في الحبس,0
QPFWC12,Wallah miskin,0
ARMRMX2,enta m3alem,1
BBCPEVI,هذا انسان يحارب في الميوعة وقلة الحياء انا معاك يامعلم,0
